date,open,high,low,close,volume,marketCap,meanTxFee,txCnt,activeAddressCnt,hashRate,difficulty,revenuePerHash
2025-04-01,82551.91873,85487.36612,82429.36199,85169.16959,28175650319,1690423576120,1.038061374,352343,807365,763413718.8,113757508810854,5.51E-07
2025-03-31,82336.05935,83870.12135,81293.88856,82548.91096,29004228247,1638221363683,1.272380168,319360,770064,836927634.2,113757508810854,5.33E-07
2025-03-30,82596.98323,83505.00293,81573.24707,82334.5227,14763760943,1633897839688,0.8640950648,303321,611195,774723552.6,113757508810854,5.30E-07
2025-03-29,84352.07273,84567.33215,81634.14131,82597.58434,16969396135,1639041071993,1.156610453,292760,665765,797343220.1,113757508810854,5.33E-07
2025-03-28,87185.23468,87489.86121,83557.64246,84353.15101,34198619509,1673833438274,1.319437076,395973,830965,870857127.4,113757508810854,5.46E-07
2025-03-27,86896.25488,87786.7234,85837.9337,87177.10211,24413471941,1730010857472,1.042175322,435123,778898,836927634.2,113757508810854,5.64E-07
2025-03-26,87460.23667,88292.1569,85861.45539,86900.88554,26704046038,1724236156701,1.589111173,518025,759292,859547301.8,113757508810854,5.66E-07
2025-03-25,87512.81944,88542.39467,86346.0789,87471.70305,30005840049,1735384354258,2.335064126,499703,725387,842582547.1,113757508810854,5.75E-07
2025-03-24,86070.92811,88758.72964,85541.1981,87498.91241,34582604933,1736502001565,1.128207628,481825,809888,870857127.4,113757508810854,5.66E-07
2025-03-23,83831.90051,86094.78008,83794.91066,86054.37186,12594615537,1707315972975,0.933935999,542672,610837,876971228.9,113757508810854,5.58E-07
2025-03-22,84046.25829,84513.87242,83674.78082,83832.48755,9863214091,1663232978817,1.994106831,412886,644074,836247316.5,112149504190349,5.55E-07
2025-03-21,84164.54252,84782.27165,83171.06972,84043.24518,19030452299,1667338686342,1.305597909,318682,769088,808372399.8,112149504190349,5.51E-07
2025-03-20,86872.9533,87443.26777,83647.19397,84167.1934,29028988961,1669793971946,1.371237032,341253,813034,791647456.2,112149504190349,5.53E-07
2025-03-19,82718.80426,87021.18581,82569.72689,86854.22596,34931960257,1723489026417,1.061248895,438484,757656,847397281.6,112149504190349,5.69E-07
2025-03-18,84075.71567,84075.71567,81179.99016,82718.50232,24095774594,1641034534668,0.9954769109,367012,728748,791647456.2,112149504190349,5.42E-07
2025-03-17,82576.33428,84725.32598,82492.15254,84075.6887,25092785558,1667916832028,1.031691276,382454,777796,780497491.1,112149504190349,5.51E-07
2025-03-16,84333.32162,85051.59849,82017.90471,82579.69089,21330270174,1638135611739,0.7226308208,468961,682615,808372399.8,112149504190349,5.40E-07
2025-03-15,83968.40595,84672.67216,83639.59486,84343.10846,13650491277,1673151454912,0.8899228555,472408,663845,735897638.8,112149504190349,5.54E-07
2025-03-14,81066.99338,85263.28986,80797.56259,83969.09972,29588112414,1665855004855,1.041230219,441947,779781,791647456.2,112149504190349,5.52E-07
2025-03-13,83724.9196,84301.69191,79931.85324,81066.70137,31412940153,1608729406184,0.8476025206,529277,764889,886422155.3,112149504190349,5.32E-07
2025-03-12,82857.37837,84358.57746,80635.24923,83722.36195,40353484454,1660115020073,1.001889294,432621,745460,852972260.1,112149504190349,5.48E-07
2025-03-11,78523.87154,83577.75596,76624.25249,82862.20818,54702837196,1643251488719,1.327264449,379790,782819,769347526,112149504190349,5.44E-07
2025-03-10,80597.14978,83955.92625,77420.59219,78532.00181,54061099422,1558443889891,0.9488615812,441520,800739,858547238.6,112149504190349,5.18E-07
2025-03-09,86154.30589,86471.13016,80052.48698,80601.04131,30899345977,1598204838669,1.162134746,302935,664954,878405393,112149504190349,5.33E-07
2025-03-08,86742.65299,86847.26759,85247.48419,86154.59321,18206118081,1708770969531,1.281366918,291511,673352,753004935.4,110568428300952,5.73E-07
2025-03-07,89963.283,91191.04963,84717.67967,86742.67562,65945677657,1720278292433,1.574409842,313867,863520,780486865.6,110568428300952,5.77E-07
2025-03-06,90622.36116,92804.93983,87852.13848,89961.72724,47749810486,1783797293239,1.255891205,372699,825264,934385688.7,110568428300952,6.00E-07
2025-03-05,87222.95487,90998.23954,86379.77304,90623.56184,50498988027,1797288639505,1.416381364,306253,735786,736515778.9,110568428300952,6.03E-07
2025-03-04,86064.06666,88911.27408,81529.23983,87222.19221,68095241474,1729669520137,1.51855898,302840,752956,802472412.9,110568428300952,5.81E-07
2025-03-03,94248.4215,94429.74782,85081.30493,86065.66833,70072228536,1707124824346,1.381054889,372983,804674,824457960.1,110568428300952,5.75E-07
2025-03-02,86036.25755,95043.4352,85040.21116,94248.35053,58398341092,1869318230178,1.978058358,271285,691454,692544684.3,110568428300952,6.30E-07
2025-03-01,84373.86437,86522.30235,83794.23249,86031.9124,29190628396,1706160579762,1.637052108,283151,796043,791479639.2,110568428300952,5.72E-07
2025-02-28,84705.62848,85036.32223,78248.9161,84373.01033,83610570576,1673219380516,1.470053925,388679,915297,857436273.2,110568428300952,5.62E-07
2025-02-27,84076.86191,87000.78102,83144.95905,84704.22458,52659591954,1679717102161,2.177412034,326363,890859,824457960.1,110568428300952,5.67E-07
2025-02-26,88638.89346,89286.25192,82131.90136,84347.01972,64597492134,1671143630992,2.284470761,398655,827083,862932663.9,110568428300952,5.65E-07
2025-02-25,91437.11401,92511.07974,86008.23491,88736.17344,92139104128,1759577092443,2.056794774,493632,837361,807968795.7,110568428300952,5.99E-07
2025-02-24,96277.96379,96503.45443,91371.74071,91418.17367,44046480529,1812835768649,2.421684088,511496,713984,714530231.6,110568428300952,6.25E-07
2025-02-23,96577.80308,96671.87429,95270.45281,96273.91975,16999478976,1909022572746,2.013119711,574133,515136,727639381.1,110568428300952,6.35E-07
2025-02-22,96134.20191,96950.15938,95765.34039,96577.76155,18353824477,1914928937300,1.091644513,558602,629577,788864729.4,114167270716407,6.25E-07
2025-02-21,98340.67004,99497.96677,94852.95862,96125.54405,49608706470,1905832099166,1.215019771,454467,718521,732111866.8,114167270716407,6.21E-07
2025-02-20,96632.67919,98767.19374,96442.67072,98333.93783,31668022771,1949797317941,1.07936265,482796,692965,737787157.1,114167270716407,6.35E-07
2025-02-19,95532.53215,96855.59722,95011.96908,96635.61321,28990872862,1915897477170,1.126914669,448514,680832,715086012.1,114167270716407,6.24E-07
2025-02-18,95773.81624,96695.3784,93388.8322,95539.5436,37325720482,1894092344725,1.029841104,429401,752996,794540011.6,114167270716407,6.15E-07
2025-02-17,96179.00457,97032.23825,95243.54319,95773.38419,27336550690,1898793608529,1.803735322,327916,722465,777514156.9,114167270716407,6.19E-07
2025-02-16,97580.49058,97725.5973,96060.97975,96175.03204,16536755396,1906779638967,1.383100988,306797,607272,856968156.4,114167270716407,6.19E-07
2025-02-15,97508.38277,97975.03725,97240.19712,97580.34938,17047266288,1934520637925,1.194418896,310167,651702,908045728.7,114167270716407,6.27E-07
2025-02-14,96623.37087,98819.46896,96342.80603,97508.9699,32697987277,1932948924496,1.349188872,341719,734111,862643446.8,114167270716407,6.27E-07
2025-02-13,97888.74649,98111.08742,95269.7079,96623.86901,37147280860,1915447210573,1.448021109,375861,752473,896695156.2,114167270716407,6.22E-07
2025-02-12,95745.69446,98151.02693,94101.20333,97885.86306,49340445530,1940242365477,1.162324757,389778,713585,754813011.8,114167270716407,6.30E-07
2025-02-11,97438.13121,98492.90128,94875.03885,95747.43113,37488783272,1897964794815,1.487871187,331657,778968,703735439.6,114167270716407,6.19E-07
2025-02-10,96499.46209,98333.22007,95320.84203,97437.55726,40078962391,1931740792091,1.252245398,364185,784554,788864729.4,114167270716407,6.27E-07
2025-02-09,96481.31526,97325.28204,94745.26123,96500.09479,27732901800,1912827391516,0.8831604372,382701,630935,796800432.7,114167270716407,6.30E-07
2025-02-08,96533.26084,96877.80734,95702.49237,96482.44987,22447526395,1912426186152,0.9331880534,467968,655694,859832041.5,108105433845147,6.56E-07
